"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Apus apus",2.63,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",728.468,"days","AgeAtMaturity","Amniota",111,"Jenkins et al. 2007",11.466,5,2,55.5
"Apus apus",11.466,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",728.468,"days","AgeAtMaturity","Amniota",111,"Jenkins et al. 2007",11.466,5,2,55.5
"Aquila chrysaetos",76.29868117,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1460,"days","AgeAtMaturity","AnAge",185.3649024,"Chu 2021",130.831791785,2,4,46.3412256
"Aquila chrysaetos",185.3649024,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1460,"days","AgeAtMaturity","AnAge",185.3649024,"Chu 2021",130.831791785,2,4,46.3412256
"Arabidopsis thaliana",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00025,"Tamme et al. 2014",0.00015,2,1,0.00025
"Arabidopsis thaliana",0.25,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00025,"Tamme et al. 2014",0.00015,2,1,0.00025
"Arabis hirsuta",0.09,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00047,"Tamme et al. 2014",0.00028,4,1,0.00047
"Arabis hirsuta",0.47,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00047,"Tamme et al. 2014",0.00028,4,1,0.00047
"Arabis hirsuta",0.09,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00047,"Tamme et al. 2014",0.00028,4,1,0.00047
"Arabis hirsuta",0.47,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00047,"Tamme et al. 2014",0.00028,4,1,0.00047
"Ardea alba",117.358042,"km","natal dispersal","MeanDispersalDistance","Chu 2021",637.601,"days","AgeAtMaturity","Amniota",313.9587074,"Chu 2021",215.6583747,2,2,156.9793537
"Ardea alba",313.9587074,"km","natal dispersal","MeanDispersalDistance","Chu 2021",637.601,"days","AgeAtMaturity","Amniota",313.9587074,"Chu 2021",215.6583747,2,2,156.9793537
"Ardea cinerea",238000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",238,"Jenkins et al. 2007",24.078,5,2,119
"Ardea cinerea",7.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",238,"Jenkins et al. 2007",24.078,5,2,119
"Ardea cinerea",68.4,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",238,"Jenkins et al. 2007",24.078,5,2,119
"Ardea cinerea",7.502,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",238,"Jenkins et al. 2007",24.078,5,2,119
"Ardea cinerea",24.078,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",238,"Jenkins et al. 2007",24.078,5,2,119
"Arenaria serpyllifolia",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,4,1,0.00013
"Arenaria serpyllifolia",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,4,1,0.00013
"Arenaria serpyllifolia",0.03,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,4,1,0.00013
"Arenaria serpyllifolia",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,4,1,0.00013
"Armeria maritima",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00028,"Tamme et al. 2014",0.000165,2,1,0.00028
"Armeria maritima",0.28,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00028,"Tamme et al. 2014",0.000165,2,1,0.00028
"Arnica montana",0.16,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00093,"Tamme et al. 2014",0.000545,2,1,0.00093
"Arnica montana",0.93,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00093,"Tamme et al. 2014",0.000545,2,1,0.00093
"Artemisia vulgaris",0.38,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00243,"Tamme et al. 2014",0.001405,2,1,0.00243
"Artemisia vulgaris",2.43,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00243,"Tamme et al. 2014",0.001405,2,1,0.00243
"Asio otus",162000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",162,"Jenkins et al. 2007",15.421,5,1,162
"Asio otus",4.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",162,"Jenkins et al. 2007",15.421,5,1,162
"Asio otus",47.8,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",162,"Jenkins et al. 2007",15.421,5,1,162
"Asio otus",1.668,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",162,"Jenkins et al. 2007",15.421,5,1,162
"Asio otus",15.421,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",162,"Jenkins et al. 2007",15.421,5,1,162
"Athene cunicularia",30,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",109.6209029,"Chu 2021",30,4,1,109.6209029
"Athene cunicularia",30000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",109.6209029,"Chu 2021",30,4,1,109.6209029
"Athene cunicularia",7.35806701,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",109.6209029,"Chu 2021",30,4,1,109.6209029
"Athene cunicularia",109.6209029,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",109.6209029,"Chu 2021",30,4,1,109.6209029
"Atriplex patula",0.04,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.055,"Jenkins et al. 2007",0.00022,3,1,0.055
"Atriplex patula",0.22,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.055,"Jenkins et al. 2007",0.00022,3,1,0.055
"Atriplex patula",55,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.055,"Jenkins et al. 2007",0.00022,3,1,0.055
"Atriplex prostrata",55,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.055,"Tamme et al. 2014",0.00073,3,1,0.055
"Atriplex prostrata",0.12,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.055,"Tamme et al. 2014",0.00073,3,1,0.055
"Atriplex prostrata",0.73,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.055,"Tamme et al. 2014",0.00073,3,1,0.055
"Avena fatua",27.1245,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",6,"weeks","AgeAtMaturity","TRY",0.255,"Flores et al. 2013",0.14106225,2,1,0.255
"Avena fatua",255,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",6,"weeks","AgeAtMaturity","TRY",0.255,"Flores et al. 2013",0.14106225,2,1,0.255
"Aythya affinis",0.697859425,"km","natal dispersal","SingleObservation","Chu 2021",365,"days","AgeAtMaturity","AnAge",0.697859425,"Chu 2021",0.697859425,2,1,0.697859425
"Aythya affinis",0.697859425,"km","natal dispersal","SingleObservation","Chu 2021",365,"days","AgeAtMaturity","AnAge",0.697859425,"Chu 2021",0.697859425,2,1,0.697859425
"Barbarea vulgaris",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00028,"Tamme et al. 2014",0.000165,2,1,0.00028
"Barbarea vulgaris",0.28,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00028,"Tamme et al. 2014",0.000165,2,1,0.00028
"Bellis perennis",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,4,1,9e-05
"Bellis perennis",0.09,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,4,1,9e-05
"Bellis perennis",0.02,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,4,1,9e-05
"Bellis perennis",0.09,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,4,1,9e-05
"Betula alleghaniensis",250,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",40,"yrs","AgeAtMaturity","TRY",0.4,"TRY database",0.2,5,40,0.01
"Betula alleghaniensis",85,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",40,"yrs","AgeAtMaturity","TRY",0.4,"TRY database",0.2,5,40,0.01
"Betula alleghaniensis",100,"m","seed dispersal","MeanDispersalDistance","TRY database",40,"yrs","AgeAtMaturity","TRY",0.4,"TRY database",0.2,5,40,0.01
"Betula alleghaniensis",400,"m","seed dispersal","MaxDispersalDistance","TRY database",40,"yrs","AgeAtMaturity","TRY",0.4,"TRY database",0.2,5,40,0.01
"Betula alleghaniensis",200,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",40,"yrs","AgeAtMaturity","TRY",0.4,"TRY database",0.2,5,40,0.01
"Betula lenta",100,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",40,"yrs","AgeAtMaturity","TRY",0.1,"Tamme et al. 2014",0.0925,2,40,0.0025
"Betula lenta",85,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",40,"yrs","AgeAtMaturity","TRY",0.1,"Tamme et al. 2014",0.0925,2,40,0.0025
"Betula papyrifera",475,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",22.5,"yrs","AgeAtMaturity","TRY",0.475,"Tamme et al. 2014",0.075,4,23,0.0206521739130435
"Betula papyrifera",40,"m","seed dispersal","MeanDispersalDistance","TRY database",22.5,"yrs","AgeAtMaturity","TRY",0.475,"Tamme et al. 2014",0.075,4,23,0.0206521739130435
"Betula papyrifera",50,"m","seed dispersal","MeanDispersalDistance","TRY database",22.5,"yrs","AgeAtMaturity","TRY",0.475,"Tamme et al. 2014",0.075,4,23,0.0206521739130435
"Betula papyrifera",100,"m","seed dispersal","MaxDispersalDistance","TRY database",22.5,"yrs","AgeAtMaturity","TRY",0.475,"Tamme et al. 2014",0.075,4,23,0.0206521739130435
"Betula populifolia",64.1,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",8,"yrs","AgeAtMaturity","TRY",0.0641,"Tamme et al. 2014",0.0641,1,8,0.0080125
"Brachylagus idahoensis",11.9,"km","natal/breeding dispersal","MaxDispersalDistance","Whitmee & Orme 2013",254.50056,"days","AgeAtMaturity","Amniota",11.9,"Whitmee & Orme 2013",4.7,4,1,11.9
"Brachylagus idahoensis",6.5,"km","natal/breeding dispersal","MaxDispersalDistance","Whitmee & Orme 2013",254.50056,"days","AgeAtMaturity","Amniota",11.9,"Whitmee & Orme 2013",4.7,4,1,11.9
"Brachylagus idahoensis",2.9,"km","natal/breeding dispersal","MedianDispersalDistance","Whitmee & Orme 2013",254.50056,"days","AgeAtMaturity","Amniota",11.9,"Whitmee & Orme 2013",4.7,4,1,11.9
"Brachylagus idahoensis",1,"km","natal/breeding dispersal","MedianDispersalDistance","Whitmee & Orme 2013",254.50056,"days","AgeAtMaturity","Amniota",11.9,"Whitmee & Orme 2013",4.7,4,1,11.9
"Branta bernicla",31.33576872,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",172.7743662,"Chu 2021",102.05506746,2,2,86.3871831
"Branta bernicla",172.7743662,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",172.7743662,"Chu 2021",102.05506746,2,2,86.3871831
"Branta canadensis",2,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",28.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",30500,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",8.9,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",7,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",1.503,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",0.969,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",17.30463428,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Branta canadensis",128.7693721,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",128.7693721,"Chu 2021",8.9,9,2,64.38468605
"Brassica nigra",0.08,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00036,"Tamme et al. 2014",0.00022,2,1,0.00036
"Brassica nigra",0.36,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00036,"Tamme et al. 2014",0.00022,2,1,0.00036
"Brassica oleracea",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00021,"Tamme et al. 2014",0.00013,2,1,0.00021
"Brassica oleracea",0.21,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00021,"Tamme et al. 2014",0.00013,2,1,0.00021
"Brassica rapa",0.07,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00029,"Tamme et al. 2014",0.00018,2,1,0.00029
"Brassica rapa",0.29,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00029,"Tamme et al. 2014",0.00018,2,1,0.00029
"Bromus inermis",7,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.007,"Tamme et al. 2014",0.00436,4,1,0.007
"Bromus inermis",1.72,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.007,"Tamme et al. 2014",0.00436,4,1,0.007
"Bromus inermis",1.72,"m","seed dispersal","MeanDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.007,"Tamme et al. 2014",0.00436,4,1,0.007
"Bromus inermis",7,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.007,"Tamme et al. 2014",0.00436,4,1,0.007
"Bromus sterilis",20,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",24,"weeks","AgeAtMaturity","TRY",0.02,"Tamme et al. 2014",0.02,2,1,0.02
"Bromus sterilis",20,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",24,"weeks","AgeAtMaturity","TRY",0.02,"Tamme et al. 2014",0.02,2,1,0.02
"Bromus tectorum",6300,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",6.3,"Tamme et al. 2014",6.3,1,1,6.3
"Bubo scandiacus",3.551702989,"km","natal dispersal","MeanDispersalDistance","Chu 2021",728.468,"days","AgeAtMaturity","Amniota",3.727885135,"Chu 2021",3.639794062,2,2,1.8639425675
"Bubo scandiacus",3.727885135,"km","natal dispersal","MeanDispersalDistance","Chu 2021",728.468,"days","AgeAtMaturity","Amniota",3.727885135,"Chu 2021",3.639794062,2,2,1.8639425675
"Bubo virginianus",1305,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",1310,"Jenkins et al. 2007",659.71959993,4,2,655
"Bubo virginianus",1310000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",1310,"Jenkins et al. 2007",659.71959993,4,2,655
"Bubo virginianus",10.25316168,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",1310,"Jenkins et al. 2007",659.71959993,4,2,655
"Bubo virginianus",14.43919986,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",1310,"Jenkins et al. 2007",659.71959993,4,2,655
"Bucephala albeola",4.5,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",728.468,"days","AgeAtMaturity","Amniota",4.5,"Sutherland (birds)",4.5,2,2,2.25
"Bucephala albeola",4500,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",728.468,"days","AgeAtMaturity","Amniota",4.5,"Sutherland (birds)",4.5,2,2,2.25
"Bucephala clangula",0.75,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",6,"Sutherland (birds)",1.165930376,5,2,3
"Bucephala clangula",6,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",6,"Sutherland (birds)",1.165930376,5,2,3
"Bucephala clangula",6000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",6,"Sutherland (birds)",1.165930376,5,2,3
"Bucephala clangula",1.165930376,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",6,"Sutherland (birds)",1.165930376,5,2,3
"Bucephala clangula",1.165930376,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",6,"Sutherland (birds)",1.165930376,5,2,3
"Bufo bufo",3620,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",1460,"days","AgeAtMaturity","AnAge",3.62,"Jenkins et al. 2007",3.62,1,4,0.905
"Buteo buteo",72400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",72.4,"Jenkins et al. 2007",24.2,3,2,36.2
"Buteo buteo",24.2,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",72.4,"Jenkins et al. 2007",24.2,3,2,36.2
"Buteo buteo",12.096,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",730,"days","AgeAtMaturity","AnAge",72.4,"Jenkins et al. 2007",24.2,3,2,36.2
"Buteo jamaicensis",34.21810065,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",200.1409502,"Chu 2021",117.179525425,2,2,100.0704751
"Buteo jamaicensis",200.1409502,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",200.1409502,"Chu 2021",117.179525425,2,2,100.0704751
"Buteo lineatus",24,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",36.36132188,"Chu 2021",24,4,1,36.36132188
"Buteo lineatus",24000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",36.36132188,"Chu 2021",24,4,1,36.36132188
"Buteo lineatus",20.62120478,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",36.36132188,"Chu 2021",24,4,1,36.36132188
"Buteo lineatus",36.36132188,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",36.36132188,"Chu 2021",24,4,1,36.36132188
"Buteo regalis",102.9366906,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",328.0659412,"Chu 2021",215.5013159,2,2,164.0329706
"Buteo regalis",328.0659412,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",328.0659412,"Chu 2021",215.5013159,2,2,164.0329706
"Buteo swainsoni",320,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",320,"Sutherland (birds)",167.488225215,4,2,160
"Buteo swainsoni",320000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",320,"Sutherland (birds)",167.488225215,4,2,160
