"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","Method"
"Achillea clavennae",1,0,"Achillea clavennae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3120117","Achillea clavenae","Achillea clavenae","Find_Sci_Names"
"Achillea clavennae",1,1,"Achillea clavennae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3120117","Achillea clavennae","Achillea clavennae","Find_Sci_Names"
"Achillea distans",1,0,"Achillea distans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3120264","Achillea distans","Achillea distans","Find_Sci_Names"
"Achillea fragrantissima",0,1,"Achillea fragrantissima","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3120394","Achillea fragrantissima","Achillea fragrantissima","Find_Sci_Names"
"Achillea millefolium",1,1,"Achillea millefolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3120060","Achillea millefolium","Achillea millefolium","Find_Sci_Names"
"Achillea erba-rotta",1,1,"Achillea erba-rotta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:7574220","Achillea moscata","Achillea moscata","Find_Sci_Names"
"Achillea moschata",1,1,"Achillea erba-rotta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:7574220","Achillea moschata","Achillea moschata","Find_Sci_Names"
"Achillea nana",1,1,"Achillea nana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:8714852","Achillea nana","Achillea nana","Find_Sci_Names"
"Achillea ptarmica",1,1,"Achillea ptarmica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3120333","Achillea ptarmica","Achillea ptarmica","Find_Sci_Names"
"Achillea virescens",1,0,"Achillea virescens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3120197","Achillea virescens","Achillea virescens","Find_Sci_Names"
"Achlya flavicornis",1,1,"Achlya flavicornis","Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","GBIF","GBIF:1952229","Achlya flavicornis","Achlya flavicornis","Find_Sci_Names"
"Achlys triphylla",1,1,"Achlys triphylla","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","GBIF","GBIF:5371714","Achlys triphylla","Achlys triphylla subsp. triphylla","Find_Sci_Names"
"Achnatherum calamagrostis",1,0,"Achnatherum calamagrostis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:4142326","Achnatherum calamagrostis","Achnatherum calamagrostis","Find_Sci_Names"
"Pappostipa speciosa",0,1,"Pappostipa speciosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:6069181","Achnatherum speciosum","Achnatherum speciosum","Find_Sci_Names"
"Achoerodus viridis",0,1,"Achoerodus viridis","Animalia","Chordata","Actinopteri","Perciformes","Labridae","GBIF","GBIF:2383154","Achoerodus viridian","Achoerodus viridian","Find_Sci_Names | class from NCBI using taxize"
"Manilkara zapota",1,0,"Manilkara zapota","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","GBIF","GBIF:2885158","Achras sapota","Achras sapota","Find_Sci_Names"
"Achrosis lithosiaria",1,1,"Achrosis lithosiaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:11747307","Achrosis lithosiaria","Achrosis lithosiaria","Find_Sci_Names"
"Achrosis recitata",0,1,"Achrosis recitata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:11428106","Achrosis recitata","Achrosis recitata","Find_Sci_Names"
"Achrosis rigorata",1,1,"Achrosis rigorata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:11747308","Achrosis rigorata","Achrosis rigorata","Find_Sci_Names"
"Achyrachaena mollis",1,1,"Achyrachaena mollis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3101208","Achyrachaena mollis","Achyrachaena mollis","Find_Sci_Names"
"Achyrocline alata",1,1,"Achyrocline alata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3139547","Achyrocline alata","Achyrocline alata","Find_Sci_Names"
"Achyronychia cooperi",1,1,"Achyronychia cooperi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","GBIF","GBIF:3085617","Achyronychia cooperi","Achyronychia cooperi","Find_Sci_Names"
"Acidota cruentata",1,1,"Acidota cruentata","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","GBIF","GBIF:4444215","Acidota cruentata","Acidota cruentata","Find_Sci_Names"
"Acilius sulcatus",1,0,"Acilius sulcatus","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","GBIF","GBIF:4470286","Acilius sulcatus","Acilius sulcatus","Find_Sci_Names"
"Clinopodium alpinum",1,1,"Clinopodium alpinum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","GBIF","GBIF:7307319","Acinos alpinus","Acinos alpinus","Find_Sci_Names"
"Clinopodium acinos",1,0,"Clinopodium acinos","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","GBIF","GBIF:2927118","Acinos arvensis","Acinos arvensis","Find_Sci_Names"
"Actinote guatemalena",0,1,"Actinote guatemalena","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","GBIF","GBIF:1901076","Acinote guatemalena","Acinote guatemalena","Find_Sci_Names based on bioshifts accepted name"
"Acmira catherinae",1,1,"Aricidea catherinae","Animalia","Annelida","Polychaeta",NA,"Paraonidae","GBIF","GBIF:2318541","Acmira catherinae","Acmira catherinae","Find_Sci_Names"
"Acmispon americanus",1,1,"Acmispon americanus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975816","Acmispon americanus","Acmispon americanus var. americanus","Find_Sci_Names"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus","Find_Sci_Names"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. argenteus","Find_Sci_Names"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. argophyllus","Find_Sci_Names"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. fremontii","Find_Sci_Names"
"Acmispon argyraeus",1,1,"Acmispon argyraeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372362","Acmispon argyraeus","Acmispon argyraeus var. multicaulis","Find_Sci_Names"
"Acmispon brachycarpus",1,1,"Acmispon brachycarpus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975809","Acmispon brachycarpus","Acmispon brachycarpus","Find_Sci_Names"
"Acmispon dendroideus",1,1,"Acmispon dendroideus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372357","Acmispon dendroideus","Acmispon dendroideus var. dendroideus","Find_Sci_Names"
"Acmispon denticulatus",1,1,"Acmispon denticulatus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975805","Acmispon denticulatus","Acmispon denticulatus","Find_Sci_Names"
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:7274828","Acmispon glaber","Acmispon glaber","Find_Sci_Names"
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:7274828","Acmispon glaber","Acmispon glaber var. brevialatus","Find_Sci_Names"
"Acmispon nudatus",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:7274828","Acmispon glaber","Acmispon glaber var. brevialatus","Find_Sci_Names"
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:7274828","Acmispon glaber","Acmispon glaber var. glaber","Find_Sci_Names"
"Acmispon grandiflorus",1,1,"Acmispon grandiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372350","Acmispon grandiflorus","Acmispon grandiflorus","Find_Sci_Names"
"Acmispon grandiflorus",1,1,"Acmispon grandiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372350","Acmispon grandiflorus","Acmispon grandiflorus var. grandiflorus","Find_Sci_Names"
"Acmispon haydonii",1,1,"Acmispon haydonii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:3908093","Acmispon haydonii","Acmispon haydonii","Find_Sci_Names"
"Acmispon heermannii",1,1,"Acmispon tomentosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10891031","Acmispon heermannii","Acmispon heermannii","Find_Sci_Names"
"Acmispon heermannii",1,1,"Acmispon tomentosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10891031","Acmispon heermannii","Acmispon heermannii var. heermannii","Find_Sci_Names"
"Acmispon junceus",1,1,"Acmispon junceus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372335","Acmispon junceus","Acmispon junceus","Find_Sci_Names"
"Acmispon maritimus",1,1,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975785","Acmispon maritimus","Acmispon maritimus","Find_Sci_Names"
"Acmispon maritimus",1,1,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975785","Acmispon maritimus","Acmispon maritimus var. brevivexillus","Find_Sci_Names"
"Acmispon maritimus",1,0,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975785","Acmispon maritimus","Acmispon maritimus var. maritimus","Find_Sci_Names"
"Acmispon micranthus",1,1,"Acmispon micranthus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:3908036","Acmispon micranthus","Acmispon micranthus","Find_Sci_Names"
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10888866","Acmispon nevadensis","Acmispon nevadensis","Find_Sci_Names"
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10888866","Acmispon nevadensis","Acmispon nevadensis","Find_Sci_Names"
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10888866","Acmispon nevadensis","Acmispon nevadensis var. davidsonii","Find_Sci_Names"
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10888866","Acmispon nevadensis","Acmispon nevadensis var. davidsonii","Find_Sci_Names"
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10888866","Acmispon nevadensis","Acmispon nevadensis var. nevadensis","Find_Sci_Names"
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:10888866","Acmispon nevadensis","Acmispon nevadensis var. nevadensis","Find_Sci_Names"
"Acmispon parviflorus",1,1,"Acmispon parviflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975796","Acmispon parviflorus","Acmispon parviflorus","Find_Sci_Names"
"Acmispon procumbens",1,1,"Acmispon procumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:6372312","Acmispon procumbens","Acmispon procumbens var. procumbens","Find_Sci_Names"
"Acmispon rigidus",1,1,"Acmispon rigidus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:3907980","Acmispon rigidus","Acmispon rigidus","Find_Sci_Names"
"Acmispon strigosus",1,1,"Acmispon strigosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:7529240","Acmispon strigosus","Acmispon strigosus","Find_Sci_Names"
"Acmispon wrangelianus",1,1,"Acmispon wrangelianus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975801","Acmispon wrangelianus","Acmispon wrangelianus","Find_Sci_Names"
"Acolutha albipunctata",1,1,"Acolutha albipunctata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1959649","Acolutha albipunctata","Acolutha albipunctata","Find_Sci_Names"
"Acolutha flavivitta",0,1,"Acolutha flavivitta","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:1959655","Acolutha flavivitta","Acolutha flavivitta","Find_Sci_Names"
"Aconitum columbianum",1,1,"Aconitum columbianum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","GBIF","GBIF:3033668","Aconitum columbianum","Aconitum columbianum","Find_Sci_Names"
"Aconitum lycoctonum",1,1,"Aconitum lycoctonum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","GBIF","GBIF:3033675","Aconitum lycoctonum","Aconitum lycoctonum","Find_Sci_Names"
"Aconitum napellus",1,1,"Aconitum napellus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","GBIF","GBIF:3033665","Aconitum napellus","Aconitum napellus","Find_Sci_Names"
"Aconitum napellus",1,0,"Aconitum napellus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","GBIF","GBIF:3033665","Aconitum napellus","Aconitum napellus tauricum","Find_Sci_Names"
"Aconitum degenii",1,0,"Aconitum degenii","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","GBIF","GBIF:7276900","Aconitum paniculatum","Aconitum paniculatum","Find_Sci_Names"
"Koenigia davisiae",1,1,"Koenigia davisiae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","GBIF","GBIF:9034333","Aconogonon davisiae","Aconogonon davisiae","Find_Sci_Names"
"Aconogonon davisiae",1,1,"Koenigia davisiae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","GBIF","GBIF:9034333","Aconogonon davisiae","Aconogonon davisiae","Find_Sci_Names"
"Aconogonon hookeri",1,1,"Koenigia hookeri","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","GBIF","GBIF:9060115","Aconogonon hookeri","Aconogonon hookeri","Find_Sci_Names"
"Koenigia hookeri",1,1,"Koenigia hookeri","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","GBIF","GBIF:9060115","Aconogonon hookeri","Aconogonon hookeri","Find_Sci_Names"
"Polygonum phytolaccifolium",1,1,"Koenigia phytolaccifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","GBIF","GBIF:8155922","Aconogonon phytolaccifolium","Aconogonon phytolaccifolium","Find_Sci_Names"
"Aconogonon phytolaccifolium",1,1,"Koenigia phytolaccifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","GBIF","GBIF:8155922","Aconogonon phytolaccifolium","Aconogonon phytolaccifolium","Find_Sci_Names"
"Acosmetia caliginosa",1,1,"Acosmetia caliginosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:8150836","Acosmetia caliginosa","Acosmetia caliginosa","Find_Sci_Names"
"Perezia microcephala",1,1,"Acourtia microcephala","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:5388156","Acourtia microcephala","Acourtia microcephala","Find_Sci_Names"
"Acrocarpia paniculata",1,0,"Acrocarpia paniculata","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","GBIF","GBIF:3197595","Acrocarpia paniculata","Acrocarpia paniculata","Find_Sci_Names"
"Acrocephalus arundinaceus",1,1,"Acrocephalus arundinaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","GBIF","GBIF:2493128","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Find_Sci_Names"
"Acrocephalus dumetorum",1,1,"Acrocephalus dumetorum","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","GBIF","GBIF:2493145","Acrocephalus dumetorum","Acrocephalus dumetorum","Find_Sci_Names"
"Acrocephalus palustris",1,1,"Acrocephalus palustris","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","GBIF","GBIF:2493136","Acrocephalus palustris","Acrocephalus palustris","Find_Sci_Names"
"Acrocephalus schoenobaenus",1,1,"Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","GBIF","GBIF:2493129","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Find_Sci_Names"
"Acrocephalus scirpaceus",1,0,"Acrocephalus scirpaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","GBIF","GBIF:2493118","Acrocephalus scirpacaeus","Acrocephalus scirpacaeus","Find_Sci_Names"
"Acrocephalus scirpaceus",1,1,"Acrocephalus scirpaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","GBIF","GBIF:2493118","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Find_Sci_Names"
"Acrocephalus schoenobaenus",0,1,"Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","GBIF","GBIF:2493129","Acrocephalus scoenobaenus","Acrocephalus scoenobaenus","Find_Sci_Names"
"Acroloxus lacustris",0,1,"Acroloxus lacustris","Animalia","Mollusca","Gastropoda",NA,"Acroloxidae","GBIF","GBIF:4359157","Acroloxus lacustris","Acroloxus lacustris","Find_Sci_Names"
"Acroneuria abnormis",1,1,"Acroneuria abnormis","Animalia","Arthropoda","Insecta","Plecoptera","Perlidae","GBIF","GBIF:2005130","Acroneuria abnormis","Acroneuria abnormis","Find_Sci_Names"
"Acronicta aceris",1,1,"Acronicta aceris","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782763","Acronicta aceris","Acronicta aceris","Find_Sci_Names"
"Acronicta alni",1,1,"Acronicta alni","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782726","Acronicta alni","Acronicta alni","Find_Sci_Names"
"Acronicta auricoma",1,1,"Acronicta auricoma","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782927","Acronicta auricoma","Acronicta auricoma","Find_Sci_Names"
"Acronicta cuspis",1,1,"Acronicta cuspis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:7825213","Acronicta cuspis","Acronicta cuspis","Find_Sci_Names"
"Acronicta euphorbiae",1,1,"Acronicta euphorbiae","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782727","Acronicta euphorbiae","Acronicta euphorbiae","Find_Sci_Names"
"Acronicta leporina",1,1,"Acronicta leporina","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1783043","Acronicta leporina","Acronicta leporina","Find_Sci_Names"
"Acronicta megacephala",1,1,"Acronicta megacephala","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782777","Acronicta megacephala","Acronicta megacephala","Find_Sci_Names"
"Acronicta menyanthidis",1,1,"Acronicta menyanthidis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1783037","Acronicta menyanthidis","Acronicta menyanthidis","Find_Sci_Names"
"Acronicta psi",1,1,"Acronicta psi","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782948","Acronicta psi","Acronicta psi","Find_Sci_Names"
"Acronicta rumicis",1,1,"Acronicta rumicis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782672","Acronicta rumicis","Acronicta rumicis","Find_Sci_Names"
"Acronicta strigosa",1,1,"Acronicta strigosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1782841","Acronicta strigosa","Acronicta strigosa","Find_Sci_Names"
"Acronicta tridens",1,1,"Acronicta tridens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1783016","Acronicta tridens","Acronicta tridens","Find_Sci_Names"
