"ID","mean_cv_studylevel","sd_cv_studylevel","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","cv_res","species_studyid","cv_type","mean_cv_sppspecific","sd_cv_sppspecific","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","MaxDispersalDistanceKm","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","MedianDispersalPotentialKmY","ShiftKmY","ClimVeloTKmY_study","ClimVeloTKmY_spp","LimitingRate","what_is_limiting","colour","range_source","Area_m2_ID","Area_m2_range","Area_km2_range","BodySize"
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Branta_canadensis","Branta_canadensis","Branta_canadensis","Animalia","Chordata","Aves","Anatidae","GBIF:5232437","Find_Sci_Names","-0.33","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.33,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Branta canadensis","Branta canadensis","25km","Branta canadensis_A10_P1","mat_gVelLat_25km",1.19467021475335,1.50216825441962,"Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",128.7693721,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",128.7693721,8.9,9,730,2,64.38468605,4.45,-0.33,1.23479939306051,1.19467021475335,1.19467021475335,"Climate",1.19467021475335,"IUCN",7933705804790.3,16355735423076,16355735.423076,73.3
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Bucephala_clangula","Bucephala_clangula","Bucephala_clangula","Animalia","Chordata","Aves","Anatidae","GBIF:2498326","Find_Sci_Names","0.09","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.09,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Bucephala clangula","Bucephala clangula","25km","Bucephala clangula_A10_P1","mat_gVelLat_25km",1.19211866793819,1.51316788843142,"Anseriformes","natal dispersal","Dow and Fredga (1983)","Natal_dispersal_maximum_distance_(km)",6,"MaxDispersalDistance","km","Sutherland (birds)","f","Aves","Max","natal dispersal",6,1.165930376,5,730,2,3,0.582965188,0.09,1.23479939306051,1.19211866793819,1.19211866793819,"Climate",1.19211866793819,"IUCN",7933705804790.3,37077821526122.8,37077821.5261228,34.1
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Buteo_jamaicensis","Buteo_jamaicensis","Buteo_jamaicensis","Animalia","Chordata","Aves","Accipitridae","GBIF:2480542","Find_Sci_Names","-2.91","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-2.91,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Buteo jamaicensis","Buteo jamaicensis","25km","Buteo jamaicensis_A10_P1","mat_gVelLat_25km",1.19587110036147,1.49965273049812,"Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",200.1409502,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",200.1409502,117.179525425,2,730,2,100.0704751,58.5897627125,-2.91,1.23479939306051,1.19587110036147,1.19587110036147,"Climate",1.19587110036147,"BOTW",7933705804790.3,15893934471610.5,15893934.4716105,80.9
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Buteo_lineatus","Buteo_lineatus","Buteo_lineatus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480529","Find_Sci_Names","2.33","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",2.33,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Buteo lineatus","Buteo lineatus","25km","Buteo lineatus_A10_P1","mat_gVelLat_25km",1.92017185760803,1.56814936097533,"Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",36.36132188,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",36.36132188,24,4,365,1,36.36132188,24,2.33,1.23479939306051,1.92017185760803,1.92017185760803,"Climate",1.92017185760803,"BOTW",7933705804790.3,4090576966929.38,4090576.96692938,74.1
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231474","Find_Sci_Names","3.78","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",3.78,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","25km","Campylorhynchus brunneicapillus_A10_P1","mat_gVelLat_25km",0.949120198542119,1.46587206241555,"Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.457560115,"SingleObservation","km","Chu 2021",NA,"Aves","Unknown","natal dispersal",0.457560115,0.457560115,2,243,1,0.457560115,0.457560115,3.78,1.23479939306051,0.949120198542119,0.457560115,"Dispersal",NA,"BOTW",7933705804790.3,1847263759033,1847263.759033,26.2
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Circus_cyaneus","Circus_cyaneus","Circus_cyaneus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480487","Find_Sci_Names","-2.28","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-2.28,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Circus cyaneus","Circus cyaneus","25km","Circus cyaneus_A10_P1","mat_gVelLat_25km",1.22371966469422,1.51493964164979,"Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",60800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",60.8,22,3,365,1,60.8,22,-2.28,1.23479939306051,1.22371966469422,1.22371966469422,"Climate",1.22371966469422,"GBIF occurrence",7933705804790.3,53414379907118.7,53414379.9071187,77.05
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Corvus_brachyrhynchos","Corvus_brachyrhynchos","Corvus_brachyrhynchos","Animalia","Chordata","Aves","Corvidae","GBIF:2482507","Find_Sci_Names","6.9","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",6.9,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Corvus brachyrhynchos","Corvus brachyrhynchos","25km","Corvus brachyrhynchos_A10_P1","mat_gVelLat_25km",1.21045988719659,1.49481735615975,"Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",51.76120295,"SingleObservation","km","Chu 2021",NA,"Aves","Unknown","natal dispersal",51.76120295,51.76120295,2,730,2,25.880601475,25.880601475,6.9,1.23479939306051,1.21045988719659,1.21045988719659,"Climate",1.21045988719659,"BOTW",7933705804790.3,12113678307089.7,12113678.3070897,59.3
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Cygnus_buccinator","Cygnus_buccinator","Cygnus_buccinator","Animalia","Chordata","Aves","Anatidae","GBIF:2498345","Find_Sci_Names","8.89","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",8.89,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Cygnus buccinator","Cygnus buccinator","25km","Cygnus buccinator_A10_P1","mat_gVelLat_25km",1.47438652893365,1.91911764843397,"Anseriformes","natal dispersal","Mitchell (1994)","Natal_dispersal_maximum_distance_(km)",128,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",128,97.95943073,4,730,2,64,48.979715365,8.89,1.23479939306051,1.47438652893365,1.47438652893365,"Climate",1.47438652893365,"IUCN",7933705804790.3,1616822261572.5,1616822.2615725,108.8
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Egretta_thula","Egretta_thula","Egretta_thula","Animalia","Chordata","Aves","Ardeidae","GBIF:2480873","Find_Sci_Names","-1.94","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-1.94,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Egretta thula","Egretta thula","25km","Egretta thula_A10_P1","mat_gVelLat_25km",1.20390241098979,1.48840808264766,"Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",99.24094678,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",99.24094678,70.93750207,2,365,1,99.24094678,70.93750207,-1.94,1.23479939306051,1.20390241098979,1.20390241098979,"Climate",1.20390241098979,"IUCN",7933705804790.3,22001375466597.7,22001375.4665977,93.3
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Elanus_leucurus","Elanus_leucurus","Elanus_leucurus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480367","Find_Sci_Names","0.11","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.11,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Elanus leucurus","Elanus leucurus","25km","Elanus leucurus_A10_P1","mat_gVelLat_25km",0.893199034428517,1.49016508819857,"Accipitriformes","natal dispersal","Dunk (1995)","Natal_dispersal_maximum_distance_(km)",160,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",160,160,2,726.936,2,80,80,0.11,1.23479939306051,0.893199034428517,0.893199034428517,"Climate",0.893199034428517,"IUCN",7933705804790.3,12522294437715.3,12522294.4377153,31.8
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Eudocimus_albus","Eudocimus_albus","Eudocimus_albus","Animalia","Chordata","Aves","Threskiornithidae","GBIF:5229205","Find_Sci_Names","2.49","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",2.49,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Eudocimus albus","Eudocimus albus","25km","Eudocimus albus_A10_P1","mat_gVelLat_25km",2.20762190309928,1.33331972103486,"Pelecaniformes","natal dispersal","Kushlan and Bildstein (1992)","Natal_dispersal_maximum_distance_(km)",100,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",100,100,2,730,2,50,50,2.49,1.23479939306051,2.20762190309928,2.20762190309928,"Climate",2.20762190309928,"IUCN",7933705804790.3,1932004477664.3,1932004.4776643,90.4
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Falco_columbarius","Falco_columbarius","Falco_columbarius","Animalia","Chordata","Aves","Falconidae","GBIF:9813242","Find_Sci_Names","0.12","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.12,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Falco columbarius","Falco columbarius","25km","Falco columbarius_A10_P1","mat_gVelLat_25km",1.19587110036147,1.49965273049812,"Falconiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",81100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",81.1,34.91578643,5,365,1,81.1,34.91578643,0.12,1.23479939306051,1.19587110036147,1.19587110036147,"Climate",1.19587110036147,"BOTW",7933705804790.3,47918643637828.1,47918643.6378281,34.3
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Falco_mexicanus","Falco_mexicanus","Falco_mexicanus","Animalia","Chordata","Aves","Falconidae","GBIF:2481000","Find_Sci_Names","0.88","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",0.88,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Falco mexicanus","Falco mexicanus","25km","Falco mexicanus_A10_P1","mat_gVelLat_25km",0.432177119558124,1.04108694817903,"Falconiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",184.8219336,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",184.8219336,149.6926234,2,365,1,184.8219336,149.6926234,0.88,1.23479939306051,0.432177119558124,0.432177119558124,"Climate",0.432177119558124,"IUCN",7933705804790.3,5425089124214.94,5425089.12421494,55.6
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Gallinula_chloropus","Gallinula_chloropus","Gallinula_chloropus","Animalia","Chordata","Aves","Rallidae","GBIF:5228199","Find_Sci_Names","-1.12","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-1.12,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Gallinula chloropus","Gallinula chloropus","25km","Gallinula chloropus_A10_P1","mat_gVelLat_25km",1.31692779691433,1.54896875005992,"Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",25100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",25.1,4.5,5,364.234,1,25.1,4.5,-1.12,1.23479939306051,1.31692779691433,1.31692779691433,"Climate",1.31692779691433,"GBIF occurrence",7933705804790.3,73867743294176.7,73867743.2941767,48.5
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Grus_canadensis","Grus_canadensis","Grus_canadensis","Animalia","Chordata","Aves","Gruidae","GBIF:2474953","Find_Sci_Names","2.49","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",2.49,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Grus canadensis","Grus canadensis","25km","Grus canadensis_A10_P1","mat_gVelLat_25km",1.1162768836559,1.49717477360651,"Gruiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",33.96326368,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",33.96326368,28.19463501,2,1095,3,11.3210878933333,9.39821167,2.49,1.23479939306051,1.1162768836559,1.1162768836559,"Climate",1.1162768836559,"IUCN",7933705804790.3,14715615262629.4,14715615.2626294,216.2
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Gymnorhinus_cyanocephalus","Gymnorhinus_cyanocephalus","Gymnorhinus_cyanocephalus","Animalia","Chordata","Aves","Corvidae","GBIF:5229498","Find_Sci_Names","-0.69","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-0.69,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Gymnorhinus cyanocephalus","Gymnorhinus cyanocephalus","25km","Gymnorhinus cyanocephalus_A10_P1","mat_gVelLat_25km",0.14265529584268,0.687973344702517,"Passeriformes","natal dispersal","Marzluff and Balda (1989)","Natal_dispersal_maximum_distance_(km)",640,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",640,640,2,365,1,640,640,-0.69,1.23479939306051,0.14265529584268,0.14265529584268,"Climate",0.14265529584268,"BOTW",7933705804790.3,1284048893207.78,1284048.89320778,37.7
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Haliaeetus_leucocephalus","Haliaeetus_leucocephalus","Haliaeetus_leucocephalus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480446","Find_Sci_Names","6.36","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Expansion",6.36,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Haliaeetus leucocephalus","Haliaeetus leucocephalus","25km","Haliaeetus leucocephalus_A10_P1","mat_gVelLat_25km",1.19502077228175,1.49448891852897,"Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",139.0124832,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",139.0124832,105.5742124,2,1460,4,34.7531208,26.3935531,6.36,1.23479939306051,1.19502077228175,1.19502077228175,"Climate",1.19502077228175,"IUCN",7933705804790.3,15549097049260.7,15549097.0492607,81.7
"A10_P1",1.23479939306051,1.59907827078577,"A10","P1",10,73,"LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",39.52959,-99.12988,7933705.8,2740.96,5044.43,0,5044.43,752.03,"North America (US, CN, northern MX)",NA,"Ter","LAT","LE","Larus_argentatus","Larus_argentatus","Larus_argentatus","Animalia","Chordata","Aves","Laridae","GBIF:2481139","Find_Sci_Names","-3.58","km/year","U",NA,NA,"Table A1",1975,1975,1975,2004,2004,2004,30,"Contraction",-3.58,"km/year","large",10,"MULTIPLE(continuous)","TimeSeries","occurrence","RAW","Maximum latitude of the 12 km radius survey circle where the species was documented","Furthest occurrence","Larus argentatus","Larus argentatus","25km","Larus argentatus_A10_P1","mat_gVelLat_25km",1.22381006913516,1.51502456437486,"Charadriiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",46.39684793,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",46.39684793,29.83268277,2,1457.702,4,11.5992119825,7.4581706925,-3.58,1.23479939306051,1.22381006913516,1.22381006913516,"Climate",1.22381006913516,"GBIF occurrence",7933705804790.3,42387996202580.5,42387996.2025805,63.2
